302,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,5,5,5,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,5,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,5,5,5,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,3,3,4,4,5,5,5,6,15,6,15,6,15,6,15,6,15,6,15,6,15,6,15
